rank,company_name,sector,risk_score,risk_tier,total_esg_risk_score,controversy_score,gw_proxy_score,comp_proxy,comp_linguistic,comp_divergence,comp_credibility_inv,comp_controversy_ratio
387,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,Utilities,22.68,Low Risk,27.2,2.0,0,0.0,50.0,35.50035279645886,50.0,15.725806458246577
388,NORTHROP GRUMMAN CORP.,Industrials,22.56,Low Risk,27.5,2.0,0,0.0,50.0,34.9183797997956,50.0,15.44868035850877
389,"EXPEDIA GROUP, INC.",Consumer Cyclical,22.51,Low Risk,27.6,2.0,0,0.0,50.0,34.724388800907846,50.0,15.357643765357704
390,MAHINDRA & MAHINDRA LTD.,Consumer Cyclical,22.28,Low Risk,27.8,2.0,0,0.0,49.03112904456578,34.336406803132334,50.0,15.177535397612061
391,"BATH & BODY WORKS, INC.",Consumer Cyclical,22.22,Low Risk,28.3,2.0,0,0.0,50.0,33.36645180869357,50.0,14.738401921479227
392,NESTLE INDIA LTD.,Consumer Defensive,22.22,Low Risk,28.3,2.0,0,0.0,50.0,33.36645180869357,50.0,14.738401921479227
393,BAJAJ AUTO LTD.,Consumer Cyclical,22.18,Low Risk,17.0,1.0,0,0.0,50.0,37.19895400004512,50.0,10.64516129005646
394,ITC LTD.,Consumer Defensive,22.18,Low Risk,28.0,2.0,0,0.0,48.94083643527233,33.94842480535683,50.0,15.000000006547623
395,AKAMAI TECHNOLOGIES INC,Technology,22.18,Low Risk,17.0,1.0,0,0.0,50.0,37.19895400004512,50.0,10.64516129005646
396,KELLANOVA,Consumer Defensive,22.17,Low Risk,28.4,2.0,0,0.0,50.0,33.17246080980583,50.0,14.652430719813143
397,CIPLA LTD.,Healthcare,22.17,Low Risk,28.4,2.0,0,0.0,50.0,33.17246080980583,50.0,14.652430719813143
398,STATE BANK OF INDIA,Financial Services,22.16,Low Risk,27.0,2.0,0,0.0,45.9438921313363,35.88833479423437,50.0,15.913978501277146
399,"RAYMOND JAMES FINANCIAL, INC.",Financial Services,22.16,Low Risk,27.0,2.0,0,0.0,45.9602419171614,35.88833479423437,50.0,15.913978501277146
400,"F5, INC.",Technology,22.13,Low Risk,17.1,1.0,0,0.0,50.0,37.004963001157364,50.0,10.526315789246745
401,"QORVO, INC.",Technology,22.13,Low Risk,28.5,2.0,0,0.0,50.0,32.978469810918064,50.0,14.567062824825182
402,KIMBERLY-CLARK CORP.,Consumer Defensive,22.13,Low Risk,28.5,2.0,0,0.0,50.0,32.978469810918064,50.0,14.567062824825182
403,"UNITED AIRLINES HOLDINGS, INC.",Industrials,22.09,Low Risk,28.6,2.0,0,0.0,50.0,32.78447881203031,50.0,14.482291908123656
404,TATA MOTORS LTD.,Consumer Cyclical,22.07,Low Risk,27.5,2.0,0,0.0,46.79925469650731,34.9183797997956,50.0,15.44868035850877
405,STRYKER CORPORATION,Healthcare,22.06,Low Risk,28.3,2.0,0,0.0,48.96280441191704,33.36645180869357,50.0,14.738401921479227
406,"BIO-RAD LABORATORIES, INC.CLASS A",Healthcare,21.99,Low Risk,17.4,1.0,0,0.0,50.0,36.42299000449411,50.0,10.177975528248044
407,"VERISK ANALYTICS, INC.",Industrials,21.94,Low Risk,17.5,1.0,0,0.0,50.0,36.228999005606354,50.0,10.064516128949787
408,MONSTER BEVERAGE CORPORATION,Consumer Defensive,21.84,Low Risk,29.2,2.0,0,0.0,50.0,31.620532818703794,50.0,13.985859484970117
409,DOMINO'S PIZZA INC.,Consumer Cyclical,21.84,Low Risk,29.2,2.0,0,0.0,50.0,31.620532818703794,50.0,13.985859484970117
410,VULCAN MATERIALS COMPANY,Basic Materials,21.8,Low Risk,29.3,2.0,0,0.0,50.0,31.426541819816038,50.0,13.905097441157189
411,THE SHERWIN-WILLIAMS COMPANY,Basic Materials,21.76,Low Risk,29.4,2.0,0,0.0,50.0,31.23255082092829,50.0,13.8248847990027
412,"EVEREST GROUP, LTD.",Financial Services,21.72,Low Risk,18.0,1.0,0,0.0,50.0,35.25904401116758,50.0,9.516129032331143
413,TELEFLEX INCORPORATED,Healthcare,21.68,Low Risk,29.6,2.0,0,0.0,50.0,30.844568823152777,50.0,13.666085446628678
414,DTE ENERGY COMPANY,Utilities,21.59,Low Risk,29.8,2.0,0,0.0,50.0,30.456586825377272,50.0,13.509417629185176
415,FACTSET RESEARCH SYSTEMS,Financial Services,21.54,Low Risk,18.4,1.0,0,0.0,50.0,34.48308001561657,50.0,9.098877980544422
416,IDEX CORPORATION,Industrials,21.49,Low Risk,29.3,2.0,0,0.0,47.92650107089942,31.426541819816038,50.0,13.905097441157189
417,BAJAJ FINANCE LTD.,Financial Services,21.49,Low Risk,18.5,1.0,0,0.0,50.0,34.289089016728816,50.0,8.997384481459648
418,"EATON CORPORATION, PLCS",Industrials,21.46,Low Risk,17.9,1.0,0,0.0,47.96031623338354,35.45303501005534,50.0,9.623355559604306
419,EDWARDS LIFESCIENCES CORP,Healthcare,21.45,Low Risk,18.6,1.0,0,0.0,50.0,34.09509801784106,50.0,8.896982310321416
420,PACKAGING CORP OF AMERICA,Consumer Cyclical,21.45,Low Risk,18.6,1.0,0,0.0,50.0,34.09509801784106,50.0,8.896982310321416
421,PARKER-HANNIFIN CORPORATION,Industrials,21.42,Low Risk,29.5,2.0,0,0.0,48.00902142713211,31.038559822040533,50.0,13.745215971371092
422,IDEXX LABORATORIES INC,Healthcare,21.4,Low Risk,18.7,1.0,0,0.0,50.0,33.90110701895331,50.0,8.797653959194804
423,"DARDEN RESTAURANTS, INC.",Consumer Cyclical,21.32,Low Risk,27.5,2.0,0,0.0,41.742979353768526,34.9183797997956,50.0,15.44868035850877
424,"FORTINET, INC.",Technology,21.32,Low Risk,18.9,1.0,0,0.0,50.0,33.51312502117781,50.0,8.602150537928033
425,THE J.M. SMUCKER COMPANY,Consumer Defensive,21.31,Low Risk,30.5,2.0,0,0.0,50.0,29.098649833163,50.0,12.977260714847109
426,CME GROUP INC.,Financial Services,21.3,Low Risk,17.8,1.0,0,0.0,46.626753439752974,35.64702600894309,50.0,9.731786879318104
427,SOUTHWEST AIRLINES CO.,Industrials,21.23,Low Risk,30.7,2.0,0,0.0,50.0,28.710667835387493,50.0,12.829673222549019
428,"CONAGRA BRANDS, INC.",Consumer Defensive,21.19,Low Risk,30.8,2.0,0,0.0,50.0,28.516676836499737,50.0,12.756598246654455
429,INDUSIND BANK LTD.,Financial Services,21.18,Low Risk,30.1,2.0,0,0.0,48.06298540783792,29.874613828714008,50.0,13.278319586177474
430,"DELTA AIR LINES, INC.",Industrials,21.16,Low Risk,30.3,2.0,0,0.0,48.45727995671369,29.486631830938503,50.0,13.126796556877878
431,"ROLLINS, INC.",Consumer Cyclical,21.14,Low Risk,19.3,1.0,0,0.0,50.0,32.73716102562679,50.0,8.223299348523987
432,SNAP-ON INCORPORATED,Industrials,21.01,Low Risk,30.5,2.0,0,0.0,47.9930467452084,29.098649833163,50.0,12.977260714847109
433,HDFC BANK LTD.,Financial Services,20.98,Low Risk,30.6,2.0,0,0.0,48.06298540783792,28.904658834275242,50.0,12.903225812665
434,NXP SEMICONDUCTORS N.V.,Technology,20.93,Low Risk,19.8,1.0,0,0.0,50.0,31.767206031188024,50.0,7.7712609975196365
435,MARTIN MARIETTA MATERIALS,Basic Materials,20.88,Low Risk,30.1,2.0,0,0.0,46.04005685998449,29.874613828714008,50.0,13.278319586177474
436,INTERCONTINENTAL EXCHANGE INC.,Financial Services,20.76,Low Risk,19.8,1.0,0,0.0,48.863831978116316,31.767206031188024,50.0,7.7712609975196365
437,"NRG ENERGY, INC.",Utilities,20.72,Low Risk,32.0,2.0,0,0.0,50.0,26.188784849846698,50.0,11.915322586656949
438,"PRUDENTIAL FINANCIAL, INC.",Financial Services,20.59,Low Risk,19.9,1.0,0,0.0,48.016913831157694,31.573215032300276,50.0,7.683579186720419
439,HDFC LIFE INSURANCE COMPANY LTD.,Financial Services,20.51,Low Risk,20.8,1.0,0,0.0,50.0,29.82729604231049,50.0,6.932382134566716
440,VALERO ENERGY CORPORATION,Energy,20.48,Low Risk,32.6,2.0,0,0.0,50.0,25.024838856520176,50.0,11.517910158307462
441,"GLOBAL PAYMENTS, INC.",Industrials,20.47,Low Risk,20.9,1.0,0,0.0,50.0,29.63330504342274,50.0,6.852909400179595
442,"CBOE GLOBAL MARKETS, INC.",Financial Services,20.43,Low Risk,21.0,1.0,0,0.0,50.0,29.439314044534985,50.0,6.7741935489767435
443,"GARTNER, INC.",Technology,20.42,Low Risk,18.9,1.0,0,0.0,44.0286350732807,33.51312502117781,50.0,8.602150537928033
444,NUCOR CORPORATION,Basic Materials,20.4,Low Risk,32.8,2.0,0,0.0,50.0,24.63685685874468,50.0,11.388670344209075
445,INTUITIVE SURGICAL INC.,Healthcare,20.39,Low Risk,21.1,1.0,0,0.0,50.0,29.24532304564723,50.0,6.6962238195859065
446,"THE TRAVELERS COMPANIES, INC.",Financial Services,20.37,Low Risk,20.3,1.0,0,0.0,47.6321043561062,30.797251036749255,50.0,7.341490545568554
447,ULTRATECH CEMENT LTD.,Basic Materials,20.37,Low Risk,32.9,2.0,0,0.0,50.0,24.44286585985692,50.0,11.324639676433716
448,THE SOUTHERN COMPANY,Utilities,20.33,Low Risk,33.0,2.0,0,0.0,50.0,24.248874860969163,50.0,11.260997073311408
449,VERISIGN INC,Technology,20.31,Low Risk,21.3,1.0,0,0.0,50.0,28.857341047871724,50.0,6.542480691208549
450,KEYCORP,Financial Services,20.27,Low Risk,21.4,1.0,0,0.0,50.0,28.663350048983975,50.0,6.46668676576968
451,"BROWN & BROWN, INC.",Financial Services,20.27,Low Risk,20.5,1.0,0,0.0,47.56290835227086,30.40926903897375,50.0,7.175452400226522
452,THE MOSAIC COMPANY,Basic Materials,20.13,Low Risk,33.5,2.0,0,0.0,50.0,23.2789198665304,50.0,10.94848339529123
453,W.R. BERKLEY CORPORATION,Financial Services,20.11,Low Risk,21.8,1.0,0,0.0,50.0,27.88738605343296,50.0,6.170464635152197
454,COSTAR GROUP INC,Real Estate,20.07,Low Risk,21.9,1.0,0,0.0,50.0,27.69339505454521,50.0,6.0980998680827625
455,CONOCOPHILLIPS,Energy,19.98,Very Low Risk,33.9,2.0,0,0.0,50.0,22.502955870979388,50.0,10.705109911521372
456,MASCO CORPORATION,Industrials,19.95,Very Low Risk,22.2,1.0,0,0.0,50.0,27.111422057881946,50.0,5.884917175903473
457,LARSEN & TOUBRO LTD.,Industrials,19.91,Very Low Risk,34.1,2.0,0,0.0,50.0,22.114973873203873,50.0,10.5855642853288
458,ON SEMICONDUCTOR CORP,Technology,19.87,Very Low Risk,22.4,1.0,0,0.0,50.0,26.72344006010644,50.0,5.745967742606634
459,PENTAIR PLC,Industrials,19.41,Very Low Risk,22.1,1.0,0,0.0,46.146652190357266,27.305413056769698,50.0,5.955334988252588
460,"ANALOG DEVICES, INC.",Technology,19.32,Very Low Risk,22.9,1.0,0,0.0,47.620845649861884,25.75348506566767,50.0,5.409212565834592
461,"AMETEK, INC.",Industrials,19.29,Very Low Risk,23.9,1.0,0,0.0,50.0,23.81357507679014,50.0,4.777972736553769
462,HOLOGIC INC,Healthcare,18.87,Very Low Risk,25.0,1.0,0,0.0,50.0,21.679674089024854,50.0,4.141935484547094
463,"ONEOK, INC.",Energy,18.84,Very Low Risk,25.1,1.0,0,0.0,50.0,21.485683090137098,50.0,4.086878293952136
464,"DEXCOM, INC.",Healthcare,18.8,Very Low Risk,24.0,1.0,0,0.0,46.9915900739683,23.619584077902385,50.0,4.717741936175342
465,A.O. SMITH CORPORATION,Industrials,18.72,Very Low Risk,25.4,1.0,0,0.0,50.0,20.903710093473844,50.0,3.9243078492810017
466,"QUANTA SERVICES, INC.",Industrials,18.72,Very Low Risk,36.9,2.0,0,0.0,49.03858005377753,16.683225904346784,50.0,9.047993711010232
467,ASIAN PAINTS LTD.,Basic Materials,18.72,Very Low Risk,25.4,1.0,0,0.0,50.0,20.903710093473844,50.0,3.9243078492810017
468,POWER GRID CORPORATION OF INDIA LTD.,Utilities,18.62,Very Low Risk,22.1,1.0,0,0.0,40.89226059425453,27.305413056769698,50.0,5.955334988252588
469,NORDSON CORP,Industrials,18.62,Very Low Risk,24.9,1.0,0,0.0,48.08522804254897,21.87366508791261,50.0,4.197434901572322
470,MARATHON OIL CORPORATION,Energy,18.57,Very Low Risk,37.7,2.0,0,0.0,50.0,15.131297913244751,50.0,8.650637465570814
471,BHARAT PETROLEUM CORPORATION LTD.,Energy,18.53,Very Low Risk,37.8,2.0,0,0.0,50.0,14.937306914357016,50.0,8.602150542763908
472,RESMED INC.,Healthcare,18.36,Very Low Risk,26.4,1.0,0,0.0,50.0,18.963800104596306,50.0,3.409090909719705
473,CINCINNATI FINANCIAL CORP,Financial Services,18.35,Very Low Risk,25.6,1.0,0,0.0,48.03251249520912,20.51572809569833,50.0,3.8180443554977543
474,SBI LIFE INSURANCE COMPANY LTD.,Financial Services,18.32,Very Low Risk,24.8,1.0,0,0.0,45.84295167832001,22.06765608680036,50.0,4.25338189454113
475,DOVER CORPORATION,Industrials,18.25,Very Low Risk,25.9,1.0,0,0.0,48.08522804254897,19.93375509903508,50.0,3.661726243020018
476,APA CORPORATION,Energy,18.17,Very Low Risk,38.8,2.0,0,0.0,50.0,12.997396925479478,50.0,8.13102760723962
477,TRANSDIGM GROUP INCORPORATED,Industrials,17.62,Very Low Risk,38.7,2.0,0,0.0,46.11678531147198,13.191387924367213,50.0,8.177044266058545
478,OCCIDENTAL PETROLEUM CORPORATION,Energy,17.14,Very Low Risk,41.7,2.0,0,0.0,50.0,7.3716579577346195,50.0,6.892550480298393
479,GRASIM INDUSTRIES LTD.,Basic Materials,16.65,Very Low Risk,43.1,2.0,0,0.0,50.0,4.655783973306072,50.0,6.35431480114665
480,COAL INDIA LTD.,Energy,15.83,Very Low Risk,45.5,2.0,0,0.0,50.0,0.0,50.0,5.508684867542451
